,caseid,task,user,start_timestamp,end_timestamp,l1,l2,l3,city1,city2,city3,city4,city5,snap1,snap2,snap3,snap4,snap5
194,Case110,Turning & Milling,ID4529,2012-03-01 19:37:00,2012-03-01 22:46:00,12,5,0,2,5,6,8,8,12,12,12,12,12
195,Case110,Turning & Milling,ID4794,2012-03-02 03:16:00,2012-03-02 13:27:00,15,5,0,2,6,8,11,11,15,15,15,15,15
196,Case110,Turning & Milling,ID4167,2012-03-02 13:45:00,2012-03-02 19:47:00,15,5,4,2,6,8,11,11,15,15,15,15,15
197,Case110,Turning & Milling,ID4529,2012-03-03 20:00:00,2012-03-04 07:26:00,16,6,4,0,7,8,11,12,1,16,16,16,16
198,Case110,Turning & Milling,ID4641,2012-03-04 06:36:00,2012-03-04 13:46:00,16,6,4,1,5,8,11,12,4,16,16,16,16
199,Case110,Turning & Milling Q.C.,ID4618,2012-03-04 14:20:00,2012-03-04 14:51:00,18,6,3,2,5,8,11,14,8,18,18,18,18
200,Case110,Turning & Milling Q.C.,ID4618,2012-03-06 14:22:00,2012-03-06 14:29:00,35,16,7,0,13,16,19,26,25,35,35,35,35
201,Case110,Turning & Milling,ID4794,2012-03-06 14:28:00,2012-03-06 14:29:00,35,13,0,0,13,16,19,26,24,35,35,35,35
202,Case110,Turning & Milling,ID4529,2012-03-08 08:08:00,2012-03-08 11:17:00,50,19,6,0,11,24,29,37,25,47,50,50,50
203,Case110,Turning & Milling,ID4794,2012-03-08 14:11:00,2012-03-08 18:37:00,51,20,11,1,10,26,30,37,26,48,51,51,51
204,Case110,Turning & Milling,ID4794,2012-03-08 18:37:00,2012-03-08 22:52:00,53,20,12,1,11,27,32,39,25,50,53,53,53
205,Case110,Turning & Milling,ID4167,2012-03-08 22:54:00,2012-03-09 06:40:00,53,20,12,1,12,27,34,40,30,51,53,53,53
206,Case110,Turning & Milling,ID4529,2012-03-09 08:48:00,2012-03-09 13:51:00,53,20,12,2,10,28,34,39,25,51,53,53,53
207,Case110,Turning & Milling Q.C.,ID4618,2012-03-09 13:50:00,2012-03-09 14:32:00,53,23,16,2,10,27,34,39,24,51,53,53,53
208,Case110,Turning & Milling,ID4429,2012-03-09 14:59:00,2012-03-09 19:27:00,53,20,7,2,10,27,34,40,24,51,53,53,53
209,Case110,Turning & Milling,ID4794,2012-03-10 20:00:00,2012-03-11 13:35:00,54,20,6,1,6,27,35,41,1,49,54,54,54
210,Case110,Turning & Milling,ID4932,2012-03-11 06:26:00,2012-03-11 17:54:00,54,20,12,1,6,24,35,40,4,49,54,54,54
211,Case110,Turning & Milling,ID4529,2012-03-11 13:55:00,2012-03-11 23:09:00,54,20,12,1,4,21,35,40,6,49,54,54,54
212,Case110,Turning & Milling Q.C.,ID4618,2012-03-11 13:58:00,2012-03-11 14:42:00,54,26,18,1,4,21,35,40,6,49,54,54,54
213,Case110,Turning & Milling Q.C.,ID4618,2012-03-11 15:02:00,2012-03-11 16:17:00,54,26,10,1,5,21,35,40,9,48,54,54,54
214,Case110,Turning & Milling,ID4429,2012-03-11 23:11:00,2012-03-12 03:12:00,56,21,2,1,5,23,37,42,19,47,54,56,56
215,Case110,Turning & Milling Q.C.,ID4618,2012-03-12 15:00:00,2012-03-12 15:08:00,58,27,3,1,6,20,39,44,21,43,56,58,58
216,Case110,Turning & Milling Q.C.,ID4618,2012-03-12 15:13:00,2012-03-12 16:28:00,58,27,10,1,6,20,39,44,19,43,56,58,58
217,Case110,Turning & Milling Q.C.,ID4618,2012-03-12 16:28:00,2012-03-12 16:33:00,60,27,4,1,7,21,41,46,20,44,58,60,60
218,Case110,Turning & Milling,ID4794,2012-03-16 06:10:00,2012-03-16 13:47:00,78,34,3,1,7,17,49,62,30,54,75,78,78
219,Case110,Turning & Milling Q.C.,ID4618,2012-03-16 13:58:00,2012-03-16 15:32:00,78,39,5,1,7,16,43,62,26,54,75,78,78
220,Case110,Turning & Milling,ID4529,2012-03-16 14:13:00,2012-03-16 19:49:00,78,34,13,1,7,16,44,62,26,54,74,78,78
221,Case110,Turning & Milling,ID4641,2012-03-17 20:24:00,2012-03-18 09:26:00,78,34,12,0,3,16,37,61,2,51,68,76,78
222,Case110,Turning & Milling,ID4932,2012-03-18 06:54:00,2012-03-18 18:30:00,78,34,23,0,3,16,33,61,4,49,66,76,78
223,Case110,Laser Marking,ID0998,2012-03-19 19:29:00,2012-03-19 23:06:00,84,40,2,0,3,18,33,67,26,50,69,82,84
224,Case110,Flat Grinding,ID4528,2012-03-19 23:24:00,2012-03-20 00:43:00,84,14,0,0,3,18,34,67,27,49,69,82,84
225,Case110,Laser Marking,ID0997,2012-03-20 04:29:00,2012-03-20 05:32:00,85,40,0,0,3,16,34,68,26,50,70,83,85
226,Case110,Turning & Milling Q.C.,ID4618,2012-03-20 13:52:00,2012-03-20 16:44:00,85,45,0,0,3,15,33,67,29,48,70,83,85
227,Case110,Flat Grinding,ID4528,2012-03-20 14:16:00,2012-03-20 19:13:00,87,14,0,0,3,15,34,69,30,50,72,85,87
228,Case110,Lapping,ID0998,2012-03-20 16:46:00,2012-03-20 18:58:00,87,37,1,0,3,14,34,69,28,49,72,85,87
229,Case110,Turning & Milling Q.C.,ID4618,2012-03-20 18:36:00,2012-03-20 19:51:00,87,47,0,0,3,14,35,69,26,47,72,85,87
230,Case110,Turning & Milling Q.C.,ID4618,2012-03-20 19:45:00,2012-03-20 20:41:00,87,47,0,0,3,14,34,69,26,46,72,85,87
231,Case110,Turning & Milling,ID4794,2012-03-22 14:33:00,2012-03-22 18:51:00,94,48,3,0,7,16,28,76,30,54,76,89,94
232,Case110,Turning & Milling Q.C.,ID4618,2012-03-22 18:30:00,2012-03-22 18:46:00,94,54,7,0,7,16,28,76,27,55,75,86,94
233,Case110,Turning & Milling,ID4794,2012-03-22 18:51:00,2012-03-22 20:30:00,94,49,19,0,7,16,28,76,27,55,75,86,94
234,Case110,Lapping,ID4718,2012-03-22 19:15:00,2012-03-22 21:33:00,95,42,0,0,7,16,28,77,28,56,76,87,95
235,Case110,Lapping,ID0998,2012-03-22 20:42:00,2012-03-22 23:22:00,95,42,1,0,7,16,28,77,27,56,76,87,95
236,Case110,Flat Grinding,ID0998,2012-03-22 23:22:00,2012-03-23 00:37:00,96,17,1,0,7,17,29,78,30,59,79,88,96
237,Case110,Turning & Milling,ID4794,2012-03-22 23:30:00,2012-03-23 06:30:00,96,49,0,0,7,17,29,78,30,59,79,88,96
238,Case110,Lapping,ID4882,2012-03-23 07:00:00,2012-03-23 08:15:00,96,42,0,0,5,17,29,77,28,59,79,87,96
239,Case110,Turning & Milling Q.C.,ID4618,2012-03-23 14:03:00,2012-03-23 14:24:00,96,56,0,0,5,17,27,77,24,57,79,86,96
240,Case110,Turning & Milling,ID4794,2012-03-23 14:12:00,2012-03-23 19:42:00,96,49,0,0,5,17,27,77,24,57,79,86,96
241,Case110,Lapping,ID0998,2012-03-23 18:38:00,2012-03-23 18:39:00,97,44,0,0,5,17,26,78,22,59,80,86,97
242,Case110,Turning & Milling,ID4167,2012-03-24 03:59:00,2012-03-24 14:00:00,97,49,1,0,5,17,25,78,15,56,79,85,97
243,Case110,Turning & Milling,ID4794,2012-03-24 20:33:00,2012-03-25 11:35:00,97,49,1,0,4,15,25,78,3,53,73,83,97
244,Case110,Turning & Milling,ID4932,2012-03-25 06:51:00,2012-03-25 20:58:00,97,49,35,0,3,15,24,78,4,52,72,83,97
245,Case110,Lapping,ID4882,2012-03-26 08:00:00,2012-03-26 09:15:00,100,46,2,0,5,14,24,80,24,45,67,86,100
246,Case110,Laser Marking,ID4882,2012-03-26 15:03:00,2012-03-26 15:16:00,101,53,0,0,5,13,24,81,23,43,67,86,101
247,Case110,Lapping,ID4882,2012-03-27 08:00:00,2012-03-27 09:15:00,103,49,4,0,4,12,21,83,26,42,68,87,103
248,Case110,Turning & Milling Q.C.,ID4618,2012-03-28 17:47:00,2012-03-28 17:48:00,107,62,1,1,6,10,20,84,29,48,74,91,107
249,Case110,Round Grinding,ID4445,2012-03-28 21:07:00,2012-03-28 21:55:00,108,38,0,1,5,10,21,85,30,48,75,91,108
250,Case110,Round Grinding,ID4872,2012-03-28 22:13:00,2012-03-28 23:57:00,108,39,2,1,5,10,21,85,29,48,74,91,108
251,Case110,Round Grinding,ID4528,2012-03-29 00:01:00,2012-03-29 04:12:00,108,39,27,1,5,10,21,85,29,48,74,91,108
252,Case110,Round Grinding,ID0420,2012-03-29 04:09:00,2012-03-29 13:26:00,108,39,27,1,5,10,19,85,29,48,73,91,108
253,Case110,Packing,ID4820,2012-03-29 08:00:00,2012-03-29 09:00:00,108,56,5,1,5,10,18,85,31,48,72,89,108
254,Case110,Packing,ID4820,2012-03-29 08:00:00,2012-03-29 09:00:00,108,56,2,1,5,10,18,85,31,48,72,89,108
255,Case110,Round Grinding,ID4445,2012-03-29 13:30:00,2012-03-29 14:50:00,109,40,0,1,5,12,20,85,32,51,74,91,109
256,Case110,Round Grinding,ID4872,2012-03-29 14:59:00,2012-03-29 17:58:00,109,40,0,1,5,12,20,85,31,51,73,91,109
257,Case110,Flat Grinding,ID0998,2012-03-29 16:19:00,2012-03-29 16:20:00,109,18,0,1,5,12,20,85,28,51,73,91,109
258,Case110,Lapping,ID0998,2012-03-29 16:21:00,2012-03-29 17:36:00,109,56,1,1,5,12,20,85,27,51,73,91,109
259,Case110,Final Inspection Q.C.,ID4618,2012-03-29 17:20:00,2012-03-29 18:29:00,109,67,2,1,5,12,21,85,27,52,72,91,109
260,Case110,Round Grinding,ID4445,2012-03-29 18:39:00,2012-03-29 23:43:00,109,40,2,1,5,12,21,85,26,52,72,91,109
261,Case110,Round Grinding,ID4528,2012-03-29 23:59:00,2012-03-30 01:53:00,109,41,3,1,5,11,21,85,24,53,72,90,109
262,Case110,Packing,ID4491,2012-03-30 08:00:00,2012-03-30 09:00:00,111,61,6,1,3,11,20,86,27,55,73,90,111
263,Case110,Final Inspection Q.C.,ID4618,2012-03-30 15:21:00,2012-03-30 18:28:00,115,68,4,1,3,11,20,88,30,58,76,92,115
264,Case111,Turning,ID4932,2012-03-13 04:10:00,2012-03-13 07:13:00,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Case111,Turning,ID4932,2012-03-13 07:13:00,2012-03-13 13:39:00,8,0,0,1,3,4,4,5,8,8,8,8,8
266,Case111,Turning,ID4167,2012-03-13 14:10:00,2012-03-13 23:10:00,11,0,0,2,4,5,6,8,11,11,11,11,11
267,Case111,Turning,ID4429,2012-03-13 23:14:00,2012-03-14 02:42:00,23,0,0,4,8,11,13,18,23,23,23,23,23
268,Case111,Turning,ID4932,2012-03-14 02:44:00,2012-03-14 13:45:00,25,0,0,5,9,12,14,19,25,25,25,25,25
269,Case111,Turning,ID4167,2012-03-14 13:58:00,2012-03-14 17:59:00,28,0,0,2,10,14,15,21,26,28,28,28,28
270,Case111,Turning Q.C.,ID4493,2012-03-14 20:50:00,2012-03-14 22:05:00,31,1,0,3,11,15,17,24,23,31,31,31,31
271,Case111,Turning & Milling,ID4932,2012-03-22 18:14:00,2012-03-23 00:50:00,75,31,0,1,10,38,45,58,27,55,75,75,75
272,Case111,Turning & Milling,ID4167,2012-03-23 03:00:00,2012-03-23 14:00:00,79,31,2,1,7,41,47,61,29,59,79,79,79
273,Case111,Turning & Milling,ID4794,2012-03-23 14:00:00,2012-03-23 19:41:00,79,31,23,1,6,35,47,61,27,57,79,79,79
274,Case111,Turning,ID4794,2012-03-23 14:09:00,2012-03-23 19:41:00,79,2,0,1,6,34,47,61,24,57,79,79,79
275,Case111,Turning,ID4932,2012-03-24 13:31:00,2012-03-24 22:53:00,80,2,0,0,6,26,45,61,14,55,77,80,80
276,Case111,Turning & Milling,ID4932,2012-03-24 20:51:00,2012-03-24 22:52:00,80,31,0,0,6,24,45,61,3,53,73,80,80
277,Case111,Turning & Milling,ID4794,2012-03-25 06:52:00,2012-03-25 14:45:00,80,31,0,1,4,20,45,60,4,52,72,80,80
278,Case111,Turning & Milling,ID4167,2012-03-25 15:06:00,2012-03-25 23:32:00,82,33,23,2,3,21,47,62,10,50,70,82,82
279,Case111,Turning & Milling,ID4932,2012-03-26 03:54:00,2012-03-26 14:43:00,83,33,24,1,3,24,48,61,24,47,69,83,83
280,Case111,Turning & Milling Q.C.,ID4493,2012-03-26 15:21:00,2012-03-26 17:22:00,84,35,23,1,3,23,49,62,22,43,67,84,84
281,Case111,Laser Marking,ID0998,2012-03-26 23:42:00,2012-03-27 00:00:00,85,38,13,0,3,24,51,63,25,43,67,85,85
282,Case111,Laser Marking,ID4882,2012-03-27 00:02:00,2012-03-27 01:43:00,85,38,1,0,3,24,51,63,25,43,67,85,85
283,Case111,Turning & Milling,ID4167,2012-03-27 08:51:00,2012-03-27 15:52:00,87,36,0,1,4,21,51,64,25,45,70,87,87
284,Case111,Turning & Milling Q.C.,ID4493,2012-03-27 15:00:00,2012-03-27 15:35:00,87,37,0,1,4,21,51,63,24,44,70,87,87
285,Case111,Turning & Milling Q.C.,ID4493,2012-03-27 15:00:00,2012-03-27 18:59:00,87,37,5,1,4,21,51,63,24,44,70,87,87
286,Case111,Turning & Milling,ID4167,2012-03-27 18:56:00,2012-03-28 14:56:00,87,36,2,1,4,23,50,63,25,42,70,87,87
287,Case111,Laser Marking,ID0998,2012-03-27 19:10:00,2012-03-27 21:26:00,87,38,1,0,4,23,50,63,25,42,70,87,87
288,Case112,Turning & Milling,ID4641,2012-03-08 13:13:00,2012-03-08 13:51:00,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Case112,Turning & Milling,ID3846,2012-03-13 21:01:00,2012-03-14 00:48:00,45,8,6,0,12,20,24,36,25,40,45,45,45
290,Case112,Turning & Milling,ID4132,2012-03-14 04:28:00,2012-03-14 06:10:00,48,9,6,0,12,19,26,37,25,44,48,48,48
291,Case112,Turning & Milling Q.C.,ID4287,2012-03-14 14:00:00,2012-03-14 15:40:00,50,16,9,0,12,22,27,39,26,45,50,50,50
292,Case112,Turning & Milling,ID3846,2012-03-14 15:15:00,2012-03-14 16:02:00,50,10,5,0,12,22,27,39,24,45,50,50,50
293,Case112,Turning & Milling,ID3846,2012-03-14 16:02:00,2012-03-14 20:21:00,50,10,5,0,12,22,27,40,24,44,50,50,50
294,Case112,Turning & Milling,ID4132,2012-03-14 23:10:00,2012-03-15 00:51:00,53,13,8,0,13,23,29,42,23,45,53,53,53
295,Case112,Turning & Milling,ID4794,2012-03-15 03:43:00,2012-03-15 13:48:00,54,14,10,0,10,23,29,42,24,46,54,54,54
296,Case112,Turning & Milling,ID3846,2012-03-15 15:22:00,2012-03-15 16:43:00,56,15,12,0,7,24,31,44,25,48,56,56,56
297,Case112,Turning & Milling,ID3846,2012-03-15 16:44:00,2012-03-16 00:22:00,56,15,12,0,7,24,30,44,23,48,56,56,56
298,Case112,Turning & Milling,ID4794,2012-03-16 04:04:00,2012-03-16 13:47:00,61,18,12,0,9,30,35,49,28,54,61,61,61
299,Case112,Turning & Milling,ID4641,2012-03-18 10:18:00,2012-03-18 13:50:00,65,18,13,0,4,30,36,51,10,49,65,65,65
300,Case112,Turning & Milling Q.C.,ID4287,2012-03-18 19:00:00,2012-03-18 19:33:00,68,26,15,0,4,26,38,53,16,50,67,68,68
301,Case112,Turning & Milling Q.C.,ID4287,2012-03-18 19:00:00,2012-03-18 19:33:00,68,26,4,0,4,26,38,53,16,50,67,68,68
302,Case112,Laser Marking,ID4718,2012-03-18 19:42:00,2012-03-18 21:55:00,69,30,5,0,4,26,39,54,17,51,67,69,69
303,Case112,Lapping,ID0998,2012-03-18 22:43:00,2012-03-19 01:10:00,69,27,8,0,3,25,38,54,20,51,67,69,69
304,Case112,Turning & Milling,ID4641,2012-03-19 04:38:00,2012-03-19 07:19:00,69,20,0,0,3,25,38,54,20,51,67,69,69
305,Case112,Turning & Milling,ID4641,2012-03-19 07:19:00,2012-03-19 10:10:00,71,21,0,0,4,26,39,56,22,52,68,71,71
306,Case112,Turning & Milling,ID4529,2012-03-19 10:12:00,2012-03-19 13:46:00,71,21,14,0,4,26,39,56,22,52,68,71,71
307,Case112,Turning & Milling,ID4718,2012-03-19 14:26:00,2012-03-19 23:39:00,72,22,14,0,4,27,40,57,24,52,69,72,72
308,Case112,Turning & Milling,ID4641,2012-03-20 04:18:00,2012-03-20 13:48:00,74,24,16,0,4,22,39,59,26,50,70,74,74
309,Case112,Turning & Milling,ID3846,2012-03-20 14:20:00,2012-03-21 00:52:00,76,27,17,0,4,20,41,61,30,50,72,76,76
310,Case112,Final Inspection Q.C.,ID4287,2012-03-20 18:30:00,2012-03-20 20:30:00,76,36,0,0,5,20,41,61,26,47,72,76,76
311,Case112,Final Inspection Q.C.,ID4287,2012-03-20 23:00:00,2012-03-20 23:33:00,78,37,0,0,5,20,43,63,26,48,74,78,78
312,Case112,Turning & Milling,ID4641,2012-03-21 04:30:00,2012-03-21 10:29:00,78,28,0,0,4,20,43,62,26,48,74,78,78
313,Case112,Packing,ID4820,2012-03-21 07:00:00,2012-03-21 08:00:00,79,30,0,0,5,19,44,62,27,49,74,79,79
314,Case112,Packing,ID4820,2012-03-21 07:00:00,2012-03-21 08:00:00,79,30,0,0,5,19,44,62,27,49,74,79,79
315,Case112,Turning & Milling Q.C.,ID4287,2012-03-21 15:31:00,2012-03-21 17:00:00,81,35,0,0,8,20,46,63,28,49,74,81,81
316,Case112,Laser Marking,ID4718,2012-03-21 17:01:00,2012-03-21 19:32:00,81,39,0,0,8,19,46,63,28,49,73,81,81
317,Case112,Turning & Milling,ID4132,2012-03-21 22:31:00,2012-03-22 00:43:00,81,31,0,0,8,21,45,63,28,49,73,81,81
318,Case112,Turning & Milling,ID4641,2012-03-22 03:29:00,2012-03-22 12:32:00,81,31,1,0,8,22,46,63,29,50,73,81,81
319,Case112,Grinding Rework,ID4882,2012-03-22 14:42:00,2012-03-22 15:42:00,83,10,0,0,7,22,48,64,29,54,76,83,83
320,Case112,Grinding Rework,ID4882,2012-03-22 16:02:00,2012-03-22 19:22:00,83,10,0,0,7,22,48,64,28,54,75,83,83
321,Case112,Lapping,ID4718,2012-03-22 17:00:00,2012-03-22 21:33:00,83,35,0,0,7,22,48,64,27,54,75,83,83
322,Case112,Final Inspection Q.C.,ID4287,2012-03-25 17:49:00,2012-03-26 00:03:00,89,50,0,1,6,16,34,68,17,48,70,85,89
323,Case112,Packing,ID4820,2012-03-29 08:00:00,2012-03-29 09:00:00,99,49,4,0,4,13,30,72,32,48,72,89,99
324,Case112,Final Inspection Q.C.,ID4287,2012-03-29 17:00:00,2012-03-29 17:34:00,101,62,13,0,4,13,31,73,28,52,72,91,101
325,Case113,SETUP     Turning & Milling,ID4932,2012-03-15 10:09:00,2012-03-15 13:49:00,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Case113,Turning & Milling,ID4529,2012-03-15 14:06:00,2012-03-15 22:56:00,5,1,0,2,3,3,3,3,5,5,5,5,5
327,Case113,Turning & Milling Q.C.,ID4493,2012-03-16 14:03:00,2012-03-16 18:04:00,28,6,0,3,12,13,19,24,26,28,28,28,28
328,Case113,Laser Marking,ID0998,2012-03-16 18:15:00,2012-03-16 18:39:00,32,5,3,3,12,13,20,26,24,32,32,32,32
329,Case114,Turning & Milling,ID4794,2012-02-29 09:03:00,2012-02-29 13:53:00,0,0,0,0,0,0,0,0,0,0,0,0,0
330,Case114,Turning & Milling Q.C.,ID4618,2012-02-29 13:56:00,2012-02-29 15:19:00,1,0,0,0,0,0,0,0,1,1,1,1,1
331,Case114,Turning & Milling,ID4718,2012-02-29 14:10:00,2012-02-29 15:01:00,5,2,1,1,2,3,3,3,5,5,5,5,5
332,Case114,Turning & Milling,ID4794,2012-03-01 03:16:00,2012-03-01 10:48:00,22,5,3,2,7,14,14,16,22,22,22,22,22
333,Case114,Turning & Milling Q.C.,ID4618,2012-03-05 07:00:00,2012-03-05 08:15:00,36,11,9,0,10,18,23,27,20,36,36,36,36
334,Case114,Turning & Milling Q.C.,ID4618,2012-03-06 00:40:00,2012-03-06 00:41:00,41,17,6,1,10,20,26,31,20,34,41,41,41
335,Case114,Turning & Milling Q.C.,ID4618,2012-03-07 14:56:00,2012-03-07 15:04:00,53,19,2,0,9,27,30,39,27,42,53,53,53
336,Case115,Turning & Milling,ID4932,2012-03-05 16:41:00,2012-03-05 23:01:00,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Case115,Turning & Milling,ID4529,2012-03-06 07:05:00,2012-03-06 13:29:00,19,5,5,2,5,8,11,13,19,19,19,19,19
338,Case115,Turning & Milling,ID4932,2012-03-06 13:59:00,2012-03-06 15:35:00,20,5,3,2,5,9,11,14,20,20,20,20,20
339,Case115,Turning & Milling,ID4932,2012-03-06 15:35:00,2012-03-06 16:48:00,22,7,3,3,7,11,13,16,22,22,22,22,22
340,Case115,Turning & Milling,ID4932,2012-03-06 16:49:00,2012-03-06 20:48:00,25,8,3,2,8,12,14,17,25,25,25,25,25
341,Case115,Turning & Milling Q.C.,ID4287,2012-03-06 17:30:00,2012-03-06 19:00:00,26,11,3,2,9,13,15,18,25,26,26,26,26
342,Case115,Turning & Milling Q.C.,ID4287,2012-03-06 19:00:00,2012-03-06 19:50:00,27,11,5,2,9,13,16,19,24,27,27,27,27
343,Case115,Flat Grinding,ID4882,2012-03-08 21:46:00,2012-03-08 22:52:00,47,1,0,0,15,21,26,34,31,47,47,47,47
344,Case115,Flat Grinding,ID4882,2012-03-09 07:00:00,2012-03-09 08:15:00,48,2,0,0,16,22,27,35,27,48,48,48,48
345,Case115,Flat Grinding,ID4882,2012-03-09 16:05:00,2012-03-09 17:17:00,49,2,0,0,16,22,26,35,24,49,49,49,49
346,Case115,Turning & Milling Q.C.,ID4287,2012-03-11 14:00:00,2012-03-11 15:00:00,50,21,0,0,10,21,25,35,7,49,50,50,50
347,Case115,Lapping,ID4882,2012-03-11 16:46:00,2012-03-11 18:14:00,51,17,0,0,10,21,23,36,12,45,51,51,51
348,Case115,Round Grinding,ID4385,2012-03-12 03:41:00,2012-03-12 05:49:00,55,10,0,0,10,24,29,40,21,49,55,55,55
349,Case115,Round Grinding,ID4385,2012-03-12 05:50:00,2012-03-12 06:50:00,55,10,9,0,10,24,28,40,20,49,55,55,55
350,Case115,Round Grinding,ID0420,2012-03-12 06:51:00,2012-03-12 14:00:00,55,10,7,0,9,24,28,40,20,49,55,55,55
351,Case115,Round Grinding,ID4287,2012-03-12 14:00:00,2012-03-12 14:51:00,55,10,7,0,8,22,28,40,20,45,55,55,55
352,Case115,Round Grinding,ID4355,2012-03-12 14:00:00,2012-03-12 22:45:00,55,10,7,0,8,22,28,40,20,45,55,55,55
353,Case115,Round Grinding,ID4385,2012-03-12 23:07:00,2012-03-13 00:05:00,57,11,8,0,7,25,32,42,20,43,57,57,57
354,Case115,Round Grinding,ID4385,2012-03-13 00:06:00,2012-03-13 01:16:00,58,11,8,0,7,26,33,43,21,44,58,58,58
355,Case115,Round Grinding,ID4287,2012-03-21 17:57:00,2012-03-21 19:40:00,90,23,16,2,7,17,42,72,29,50,73,89,90
356,Case115,Laser Marking,ID4718,2012-03-21 19:41:00,2012-03-21 21:24:00,90,44,0,2,7,17,43,72,27,49,73,89,90
357,Case115,Final Inspection Q.C.,ID4287,2012-03-25 17:00:00,2012-03-25 18:00:00,98,54,0,1,6,17,29,74,15,48,70,85,98
358,Case115,Packing,ID4820,2012-03-26 08:00:00,2012-03-26 09:00:00,99,49,0,0,5,16,25,74,23,45,67,86,99
359,Case116,Round Grinding,ID4528,2012-02-22 13:50:00,2012-02-22 18:29:00,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Case116,Round Grinding,ID4528,2012-02-22 18:29:00,2012-02-22 23:37:00,17,2,2,2,5,6,8,10,17,17,17,17,17
361,Case116,Round Grinding,ID4872,2012-02-22 23:39:00,2012-02-23 02:38:00,21,3,3,1,7,7,10,12,21,21,21,21,21
362,Case116,Packing,ID4820,2012-02-23 07:00:00,2012-02-23 08:00:00,24,0,0,2,8,9,11,14,24,24,24,24,24
363,Case116,Round Grinding,ID4528,2012-02-23 14:01:00,2012-02-23 16:04:00,27,5,0,2,9,11,13,16,26,27,27,27,27
364,Case116,Final Inspection Q.C.,ID4163,2012-02-23 14:40:00,2012-02-23 15:40:00,28,8,0,2,10,12,14,17,27,28,28,28,28
365,Case116,Round Grinding,ID4528,2012-02-23 16:05:00,2012-02-23 22:47:00,28,5,1,2,10,12,14,17,27,28,28,28,28
366,Case116,Round Grinding,ID4528,2012-02-26 22:49:00,2012-02-27 06:51:00,39,8,2,2,11,14,17,21,20,39,39,39,39
367,Case116,Round Grinding,ID4528,2012-02-27 23:00:00,2012-02-28 06:29:00,47,12,6,1,11,20,22,27,28,42,47,47,47
368,Case116,Round Grinding,ID4528,2012-02-28 22:45:00,2012-02-29 00:06:00,50,12,7,0,11,22,25,30,21,38,50,50,50
369,Case116,Packing,ID4820,2012-02-29 07:00:00,2012-02-29 08:00:00,50,18,1,0,10,21,25,30,21,38,50,50,50
370,Case116,Final Inspection Q.C.,ID4287,2012-02-29 14:00:00,2012-02-29 14:59:00,52,27,3,0,10,22,26,33,23,39,52,52,52
371,Case117,Packing,ID4820,2012-02-23 07:00:00,2012-02-23 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Case117,Packing,ID4820,2012-02-23 07:00:00,2012-02-23 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Case117,Final Inspection,ID4493,2012-02-23 16:46:00,2012-02-23 18:01:00,16,0,0,3,6,6,8,10,16,16,16,16,16
374,Case118,Turning & Milling,ID4429,2012-03-25 08:00:00,2012-03-25 09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Case118,Turning & Milling,ID4794,2012-03-29 04:10:00,2012-03-29 06:11:00,46,10,9,0,13,17,20,31,30,46,46,46,46
376,Case118,Turning & Milling,ID4794,2012-03-29 06:12:00,2012-03-29 09:29:00,46,10,8,0,13,17,20,31,31,46,46,46,46
377,Case118,Turning & Milling Q.C.,ID4287,2012-03-30 18:18:00,2012-03-30 19:41:00,58,19,8,0,12,25,26,40,29,58,58,58,58
378,Case119,Turning & Milling,ID4132,2012-03-20 14:12:00,2012-03-20 22:57:00,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Case119,Turning & Milling,ID4132,2012-03-21 21:35:00,2012-03-21 22:30:00,34,9,7,4,11,14,17,25,27,34,34,34,34
380,Case119,Turning & Milling,ID4132,2012-03-22 14:18:00,2012-03-23 00:48:00,42,11,7,2,12,18,20,32,30,42,42,42,42
381,Case119,Turning & Milling,ID4641,2012-03-23 08:16:00,2012-03-23 13:51:00,47,13,9,1,14,21,24,35,27,47,47,47,47
382,Case119,Turning & Milling,ID4132,2012-03-25 15:19:00,2012-03-26 01:45:00,51,15,11,0,11,24,28,39,11,50,51,51,51
383,Case119,Turning & Milling,ID4132,2012-03-26 16:30:00,2012-03-27 02:00:00,55,16,12,2,7,25,29,40,23,41,55,55,55
384,Case119,Turning & Milling,ID4132,2012-03-27 16:17:00,2012-03-28 01:47:00,60,18,14,1,7,27,31,43,23,42,60,60,60
385,Case119,Turning & Milling,ID4794,2012-03-28 05:36:00,2012-03-28 12:21:00,62,19,14,0,9,27,34,45,24,43,62,62,62
386,Case119,Turning & Milling,ID4132,2012-03-28 15:20:00,2012-03-29 01:37:00,67,20,14,1,8,28,34,47,27,48,67,67,67
387,Case119,Turning & Milling,ID4794,2012-03-29 05:14:00,2012-03-29 14:42:00,68,20,15,1,9,28,33,48,31,48,68,68,68
388,Case119,Turning & Milling,ID4132,2012-03-29 15:18:00,2012-03-30 01:18:00,70,21,17,0,7,28,35,50,29,51,70,70,70
